"","year","state","pop"
"1",1900,"AL",1830000
"2",1901,"AL",1907000
"3",1902,"AL",1935000
"4",1903,"AL",1957000
"5",1904,"AL",1978000
"6",1905,"AL",2012000
"7",1906,"AL",2045000
"8",1907,"AL",2058000
"9",1908,"AL",2070000
"10",1909,"AL",2108000
"11",1910,"AL",2150000
"12",1911,"AL",2185000
"13",1912,"AL",2217000
"14",1913,"AL",2279000
"15",1914,"AL",2336000
"16",1915,"AL",2345000
"17",1916,"AL",2359000
"18",1917,"AL",2361000
"19",1918,"AL",2343000
"20",1919,"AL",2337000
"21",1920,"AL",2359000
"22",1921,"AL",2402000
"23",1922,"AL",2434000
"24",1923,"AL",2464000
"25",1924,"AL",2501000
"26",1925,"AL",2534000
"27",1926,"AL",2567000
"28",1927,"AL",2609000
"29",1928,"AL",2640000
"30",1929,"AL",2644000
"31",1930,"AL",2647000
"32",1931,"AL",2649000
"33",1932,"AL",2653000
"34",1933,"AL",2661000
"35",1934,"AL",2685000
"36",1935,"AL",2719000
"37",1936,"AL",2743000
"38",1937,"AL",2762000
"39",1938,"AL",2787000
"40",1939,"AL",2814000
"41",1940,"AL",2845000
"42",1941,"AL",2902000
"43",1942,"AL",2941000
"44",1943,"AL",2902000
"45",1944,"AL",2802000
"46",1945,"AL",2775000
"47",1946,"AL",2911000
"48",1947,"AL",2942000
"49",1948,"AL",2969000
"50",1949,"AL",3e+06
"51",1950,"AL",3058000
"52",1951,"AL",3059000
"53",1952,"AL",3068000
"54",1953,"AL",3053000
"55",1954,"AL",3014000
"56",1955,"AL",3050000
"57",1956,"AL",3071000
"58",1957,"AL",3109000
"59",1958,"AL",3163000
"60",1959,"AL",3204000
"61",1960,"AL",3274000
"62",1961,"AL",3316000
"63",1962,"AL",3323000
"64",1963,"AL",3358000
"65",1964,"AL",3395000
"66",1965,"AL",3443000
"67",1966,"AL",3464000
"68",1967,"AL",3458000
"69",1968,"AL",3446000
"70",1969,"AL",3440000
"71",1970,"AL",3444354
"72",1971,"AL",3497076
"73",1972,"AL",3539400
"74",1973,"AL",3579780
"75",1974,"AL",3626499
"76",1975,"AL",3678814
"77",1976,"AL",3735139
"78",1977,"AL",3780403
"79",1978,"AL",3831836
"80",1979,"AL",3866248
"81",1980,"AL",3900368
"82",1981,"AL",3918531
"83",1982,"AL",3925266
"84",1983,"AL",3934102
"85",1984,"AL",3951820
"86",1985,"AL",3972523
"87",1986,"AL",3991569
"88",1987,"AL",4015264
"89",1988,"AL",4023844
"90",1989,"AL",4030222
"91",1990,"AL",4048508
"92",1991,"AL",4091025
"93",1992,"AL",4139269
"94",1993,"AL",4193114
"95",1994,"AL",4232965
"96",1995,"AL",4262731
"97",1996,"AL",4290403
"98",1997,"AL",4320281
"99",1998,"AL",4351037
"100",1999,"AL",4369862
"101",2000,"AL",4452173
"102",2001,"AL",4467634
"103",2002,"AL",4480089
"104",2003,"AL",4503491
"105",2004,"AL",4530729
"106",2005,"AL",4569805
"107",2006,"AL",4628981
"108",2007,"AL",4672840
"109",2008,"AL",4718206
"110",2009,"AL",4757938
"111",2010,"AL",4785822
"112",2011,"AL",4801695
"113",2012,"AL",4817484
"114",2013,"AL",4833996
"115",2014,"AL",4849377
"116",2015,"AL",4858979
"117",1900,"AK",NA
"118",1901,"AK",NA
"119",1902,"AK",NA
"120",1903,"AK",NA
"121",1904,"AK",NA
"122",1905,"AK",NA
"123",1906,"AK",NA
"124",1907,"AK",NA
"125",1908,"AK",NA
"126",1909,"AK",NA
"127",1910,"AK",NA
"128",1911,"AK",NA
"129",1912,"AK",NA
"130",1913,"AK",NA
"131",1914,"AK",NA
"132",1915,"AK",NA
"133",1916,"AK",NA
"134",1917,"AK",NA
"135",1918,"AK",NA
"136",1919,"AK",NA
"137",1920,"AK",NA
"138",1921,"AK",NA
"139",1922,"AK",NA
"140",1923,"AK",NA
"141",1924,"AK",NA
"142",1925,"AK",NA
"143",1926,"AK",NA
"144",1927,"AK",NA
"145",1928,"AK",NA
"146",1929,"AK",NA
"147",1930,"AK",NA
"148",1931,"AK",NA
"149",1932,"AK",NA
"150",1933,"AK",NA
"151",1934,"AK",NA
"152",1935,"AK",NA
"153",1936,"AK",NA
"154",1937,"AK",NA
"155",1938,"AK",NA
"156",1939,"AK",NA
"157",1940,"AK",NA
"158",1941,"AK",NA
"159",1942,"AK",NA
"160",1943,"AK",NA
"161",1944,"AK",NA
"162",1945,"AK",NA
"163",1946,"AK",NA
"164",1947,"AK",NA
"165",1948,"AK",NA
"166",1949,"AK",NA
"167",1950,"AK",135000
"168",1951,"AK",158000
"169",1952,"AK",189000
"170",1953,"AK",205000
"171",1954,"AK",215000
"172",1955,"AK",222000
"173",1956,"AK",224000
"174",1957,"AK",231000
"175",1958,"AK",224000
"176",1959,"AK",224000
"177",1960,"AK",229000
"178",1961,"AK",238000
"179",1962,"AK",246000
"180",1963,"AK",256000
"181",1964,"AK",263000
"182",1965,"AK",271000
"183",1966,"AK",271000
"184",1967,"AK",278000
"185",1968,"AK",285000
"186",1969,"AK",296000
"187",1970,"AK",302583
"188",1971,"AK",315510
"189",1972,"AK",324464
"190",1973,"AK",330543
"191",1974,"AK",341063
"192",1975,"AK",376170
"193",1976,"AK",400969
"194",1977,"AK",403436
"195",1978,"AK",404766
"196",1979,"AK",402753
"197",1980,"AK",405315
"198",1981,"AK",418491
"199",1982,"AK",449606
"200",1983,"AK",488417
"201",1984,"AK",513702
"202",1985,"AK",532495
"203",1986,"AK",544268
"204",1987,"AK",539309
"205",1988,"AK",541983
"206",1989,"AK",547159
"207",1990,"AK",553120
"208",1991,"AK",569273
"209",1992,"AK",587073
"210",1993,"AK",596993
"211",1994,"AK",600624
"212",1995,"AK",601345
"213",1996,"AK",604918
"214",1997,"AK",608846
"215",1998,"AK",615205
"216",1999,"AK",619500
"217",2000,"AK",627963
"218",2001,"AK",633714
"219",2002,"AK",642337
"220",2003,"AK",648414
"221",2004,"AK",659286
"222",2005,"AK",666946
"223",2006,"AK",675302
"224",2007,"AK",680300
"225",2008,"AK",687455
"226",2009,"AK",698895
"227",2010,"AK",713856
"228",2011,"AK",722572
"229",2012,"AK",731081
"230",2013,"AK",737259
"231",2014,"AK",736732
"232",2015,"AK",738432
"233",1900,"AZ",124000
"234",1901,"AZ",131000
"235",1902,"AZ",138000
"236",1903,"AZ",144000
"237",1904,"AZ",151000
"238",1905,"AZ",158000
"239",1906,"AZ",167000
"240",1907,"AZ",176000
"241",1908,"AZ",186000
"242",1909,"AZ",196000
"243",1910,"AZ",206000
"244",1911,"AZ",212000
"245",1912,"AZ",217000
"246",1913,"AZ",236000
"247",1914,"AZ",253000
"248",1915,"AZ",263000
"249",1916,"AZ",282000
"250",1917,"AZ",311000
"251",1918,"AZ",320000
"252",1919,"AZ",329000
"253",1920,"AZ",340000
"254",1921,"AZ",351000
"255",1922,"AZ",360000
"256",1923,"AZ",371000
"257",1924,"AZ",382000
"258",1925,"AZ",393000
"259",1926,"AZ",403000
"260",1927,"AZ",414000
"261",1928,"AZ",422000
"262",1929,"AZ",430000
"263",1930,"AZ",434000
"264",1931,"AZ",429000
"265",1932,"AZ",426000
"266",1933,"AZ",426000
"267",1934,"AZ",428000
"268",1935,"AZ",434000
"269",1936,"AZ",443000
"270",1937,"AZ",453000
"271",1938,"AZ",466000
"272",1939,"AZ",484000
"273",1940,"AZ",499000
"274",1941,"AZ",490000
"275",1942,"AZ",524000
"276",1943,"AZ",692000
"277",1944,"AZ",610000
"278",1945,"AZ",594000
"279",1946,"AZ",616000
"280",1947,"AZ",653000
"281",1948,"AZ",690000
"282",1949,"AZ",714000
"283",1950,"AZ",756000
"284",1951,"AZ",785000
"285",1952,"AZ",842000
"286",1953,"AZ",894000
"287",1954,"AZ",933000
"288",1955,"AZ",987000
"289",1956,"AZ",1053000
"290",1957,"AZ",1125000
"291",1958,"AZ",1193000
"292",1959,"AZ",1261000
"293",1960,"AZ",1321000
"294",1961,"AZ",1407000
"295",1962,"AZ",1471000
"296",1963,"AZ",1521000
"297",1964,"AZ",1556000
"298",1965,"AZ",1584000
"299",1966,"AZ",1614000
"300",1967,"AZ",1646000
"301",1968,"AZ",1682000
"302",1969,"AZ",1737000
"303",1970,"AZ",1775399
"304",1971,"AZ",1895814
"305",1972,"AZ",2008291
"306",1973,"AZ",2124438
"307",1974,"AZ",2223196
"308",1975,"AZ",2284847
"309",1976,"AZ",2346157
"310",1977,"AZ",2425197
"311",1978,"AZ",2515316
"312",1979,"AZ",2635571
"313",1980,"AZ",2737774
"314",1981,"AZ",2810107
"315",1982,"AZ",2889861
"316",1983,"AZ",2968925
"317",1984,"AZ",3067135
"318",1985,"AZ",3183538
"319",1986,"AZ",3308262
"320",1987,"AZ",3437103
"321",1988,"AZ",3535183
"322",1989,"AZ",3622185
"323",1990,"AZ",3679056
"324",1991,"AZ",3762394
"325",1992,"AZ",3867333
"326",1993,"AZ",3993390
"327",1994,"AZ",4147561
"328",1995,"AZ",4306908
"329",1996,"AZ",4432308
"330",1997,"AZ",4552207
"331",1998,"AZ",4667277
"332",1999,"AZ",4778332
"333",2000,"AZ",5160586
"334",2001,"AZ",5273477
"335",2002,"AZ",5396255
"336",2003,"AZ",5510364
"337",2004,"AZ",5652404
"338",2005,"AZ",5839077
"339",2006,"AZ",6029141
"340",2007,"AZ",6167681
"341",2008,"AZ",6280362
"342",2009,"AZ",6343154
"343",2010,"AZ",6411999
"344",2011,"AZ",6472867
"345",2012,"AZ",6556236
"346",2013,"AZ",6634997
"347",2014,"AZ",6731484
"348",2015,"AZ",6828065
"349",1900,"AR",1314000
"350",1901,"AR",1341000
"351",1902,"AR",1360000
"352",1903,"AR",1384000
"353",1904,"AR",1419000
"354",1905,"AR",1447000
"355",1906,"AR",1465000
"356",1907,"AR",1484000
"357",1908,"AR",1513000
"358",1909,"AR",1545000
"359",1910,"AR",1583000
"360",1911,"AR",1610000
"361",1912,"AR",1636000
"362",1913,"AR",1664000
"363",1914,"AR",1688000
"364",1915,"AR",1702000
"365",1916,"AR",1719000
"366",1917,"AR",1737000
"367",1918,"AR",1749000
"368",1919,"AR",1742000
"369",1920,"AR",1756000
"370",1921,"AR",1769000
"371",1922,"AR",1772000
"372",1923,"AR",1784000
"373",1924,"AR",1800000
"374",1925,"AR",1812000
"375",1926,"AR",1826000
"376",1927,"AR",1840000
"377",1928,"AR",1847000
"378",1929,"AR",1852000
"379",1930,"AR",1859000
"380",1931,"AR",1848000
"381",1932,"AR",1836000
"382",1933,"AR",1854000
"383",1934,"AR",1878000
"384",1935,"AR",1890000
"385",1936,"AR",1892000
"386",1937,"AR",1903000
"387",1938,"AR",1928000
"388",1939,"AR",1948000
"389",1940,"AR",1955000
"390",1941,"AR",1969000
"391",1942,"AR",1977000
"392",1943,"AR",1843000
"393",1944,"AR",1768000
"394",1945,"AR",1762000
"395",1946,"AR",1797000
"396",1947,"AR",1836000
"397",1948,"AR",1825000
"398",1949,"AR",1844000
"399",1950,"AR",1908000
"400",1951,"AR",1901000
"401",1952,"AR",1838000
"402",1953,"AR",1780000
"403",1954,"AR",1734000
"404",1955,"AR",1725000
"405",1956,"AR",1704000
"406",1957,"AR",1733000
"407",1958,"AR",1726000
"408",1959,"AR",1756000
"409",1960,"AR",1789000
"410",1961,"AR",1806000
"411",1962,"AR",1853000
"412",1963,"AR",1875000
"413",1964,"AR",1897000
"414",1965,"AR",1894000
"415",1966,"AR",1899000
"416",1967,"AR",1901000
"417",1968,"AR",1902000
"418",1969,"AR",1913000
"419",1970,"AR",1923322
"420",1971,"AR",1972312
"421",1972,"AR",2018638
"422",1973,"AR",2059256
"423",1974,"AR",2101403
"424",1975,"AR",2159526
"425",1976,"AR",2170161
"426",1977,"AR",2209010
"427",1978,"AR",2243127
"428",1979,"AR",2271333
"429",1980,"AR",2288738
"430",1981,"AR",2293201
"431",1982,"AR",2294257
"432",1983,"AR",2305761
"433",1984,"AR",2319768
"434",1985,"AR",2327046
"435",1986,"AR",2331984
"436",1987,"AR",2342355
"437",1988,"AR",2342656
"438",1989,"AR",2346358
"439",1990,"AR",2354343
"440",1991,"AR",2370666
"441",1992,"AR",2394098
"442",1993,"AR",2423743
"443",1994,"AR",2450605
"444",1995,"AR",2480121
"445",1996,"AR",2504858
"446",1997,"AR",2524007
"447",1998,"AR",2538202
"448",1999,"AR",2551373
"449",2000,"AR",2678588
"450",2001,"AR",2691571
"451",2002,"AR",2705927
"452",2003,"AR",2724816
"453",2004,"AR",2749686
"454",2005,"AR",2781097
"455",2006,"AR",2821761
"456",2007,"AR",2848650
"457",2008,"AR",2874554
"458",2009,"AR",2896843
"459",2010,"AR",2922297
"460",2011,"AR",2938430
"461",2012,"AR",2949300
"462",2013,"AR",2958765
"463",2014,"AR",2966369
"464",2015,"AR",2978204
"465",1900,"CA",1490000
"466",1901,"CA",1550000
"467",1902,"CA",1623000
"468",1903,"CA",1702000
"469",1904,"CA",1792000
"470",1905,"CA",1893000
"471",1906,"CA",1976000
"472",1907,"CA",2054000
"473",1908,"CA",2161000
"474",1909,"CA",2282000
"475",1910,"CA",2406000
"476",1911,"CA",2534000
"477",1912,"CA",2668000
"478",1913,"CA",2811000
"479",1914,"CA",2934000
"480",1915,"CA",3008000
"481",1916,"CA",3071000
"482",1917,"CA",3171000
"483",1918,"CA",3262000
"484",1919,"CA",3339000
"485",1920,"CA",3554000
"486",1921,"CA",3795000
"487",1922,"CA",3991000
"488",1923,"CA",4270000
"489",1924,"CA",4541000
"490",1925,"CA",4730000
"491",1926,"CA",4929000
"492",1927,"CA",5147000
"493",1928,"CA",5344000
"494",1929,"CA",5531000
"495",1930,"CA",5711000
"496",1931,"CA",5824000
"497",1932,"CA",5894000
"498",1933,"CA",5963000
"499",1934,"CA",6060000
"500",1935,"CA",6175000
"501",1936,"CA",6341000
"502",1937,"CA",6528000
"503",1938,"CA",6656000
"504",1939,"CA",6785000
"505",1940,"CA",6950000
"506",1941,"CA",7237000
"507",1942,"CA",7735000
"508",1943,"CA",8506000
"509",1944,"CA",8945000
"510",1945,"CA",9344000
"511",1946,"CA",9559000
"512",1947,"CA",9832000
"513",1948,"CA",10064000
"514",1949,"CA",10337000
"515",1950,"CA",10677000
"516",1951,"CA",11134000
"517",1952,"CA",11635000
"518",1953,"CA",12251000
"519",1954,"CA",12746000
"520",1955,"CA",13133000
"521",1956,"CA",13713000
"522",1957,"CA",14264000
"523",1958,"CA",14880000
"524",1959,"CA",15467000
"525",1960,"CA",15870000
"526",1961,"CA",16497000
"527",1962,"CA",17072000
"528",1963,"CA",17668000
"529",1964,"CA",18151000
"530",1965,"CA",18585000
"531",1966,"CA",18858000
"532",1967,"CA",19176000
"533",1968,"CA",19394000
"534",1969,"CA",19711000
"535",1970,"CA",19971069
"536",1971,"CA",20345939
"537",1972,"CA",20585469
"538",1973,"CA",20868728
"539",1974,"CA",21173865
"540",1975,"CA",21537849
"541",1976,"CA",21935909
"542",1977,"CA",22352396
"543",1978,"CA",22835958
"544",1979,"CA",23256880
"545",1980,"CA",23800800
"546",1981,"CA",24285933
"547",1982,"CA",24820009
"548",1983,"CA",25360026
"549",1984,"CA",25844393
"550",1985,"CA",26441109
"551",1986,"CA",27102237
"552",1987,"CA",27777158
"553",1988,"CA",28464249
"554",1989,"CA",29218164
"555",1990,"CA",29950111
"556",1991,"CA",30414114
"557",1992,"CA",30875920
"558",1993,"CA",31147208
"559",1994,"CA",31317179
"560",1995,"CA",31493525
"561",1996,"CA",31780829
"562",1997,"CA",32217708
"563",1998,"CA",32682794
"564",1999,"CA",33145121
"565",2000,"CA",33987977
"566",2001,"CA",34479458
"567",2002,"CA",34871843
"568",2003,"CA",35253159
"569",2004,"CA",35574576
"570",2005,"CA",35827943
"571",2006,"CA",36021202
"572",2007,"CA",36250311
"573",2008,"CA",36604337
"574",2009,"CA",36961229
"575",2010,"CA",37336011
"576",2011,"CA",37701901
"577",2012,"CA",38062780
"578",2013,"CA",38431393
"579",2014,"CA",38802500
"580",2015,"CA",39144818
"581",1900,"CO",543000
"582",1901,"CO",581000
"583",1902,"CO",621000
"584",1903,"CO",652000
"585",1904,"CO",659000
"586",1905,"CO",680000
"587",1906,"CO",707000
"588",1907,"CO",733000
"589",1908,"CO",757000
"590",1909,"CO",775000
"591",1910,"CO",804000
"592",1911,"CO",821000
"593",1912,"CO",832000
"594",1913,"CO",835000
"595",1914,"CO",846000
"596",1915,"CO",868000
"597",1916,"CO",892000
"598",1917,"CO",910000
"599",1918,"CO",906000
"600",1919,"CO",938000
"601",1920,"CO",937000
"602",1921,"CO",961000
"603",1922,"CO",965000
"604",1923,"CO",984000
"605",1924,"CO",1014000
"606",1925,"CO",1019000
"607",1926,"CO",1016000
"608",1927,"CO",1028000
"609",1928,"CO",1014000
"610",1929,"CO",1008000
"611",1930,"CO",1040000
"612",1931,"CO",1056000
"613",1932,"CO",1066000
"614",1933,"CO",1071000
"615",1934,"CO",1075000
"616",1935,"CO",1078000
"617",1936,"CO",1090000
"618",1937,"CO",1104000
"619",1938,"CO",1112000
"620",1939,"CO",1120000
"621",1940,"CO",1130000
"622",1941,"CO",1124000
"623",1942,"CO",1113000
"624",1943,"CO",1153000
"625",1944,"CO",1137000
"626",1945,"CO",1116000
"627",1946,"CO",1203000
"628",1947,"CO",1237000
"629",1948,"CO",1263000
"630",1949,"CO",1295000
"631",1950,"CO",1325000
"632",1951,"CO",1326000
"633",1952,"CO",1365000
"634",1953,"CO",1431000
"635",1954,"CO",1493000
"636",1955,"CO",1546000
"637",1956,"CO",1625000
"638",1957,"CO",1664000
"639",1958,"CO",1667000
"640",1959,"CO",1710000
"641",1960,"CO",1769000
"642",1961,"CO",1844000
"643",1962,"CO",1899000
"644",1963,"CO",1936000
"645",1964,"CO",1970000
"646",1965,"CO",1985000
"647",1966,"CO",2007000
"648",1967,"CO",2053000
"649",1968,"CO",2120000
"650",1969,"CO",2166000
"651",1970,"CO",2209596
"652",1971,"CO",2303524
"653",1972,"CO",2404619
"654",1973,"CO",2495868
"655",1974,"CO",2541406
"656",1975,"CO",2586192
"657",1976,"CO",2632306
"658",1977,"CO",2696140
"659",1978,"CO",2766748
"660",1979,"CO",2849234
"661",1980,"CO",2908803
"662",1981,"CO",2977898
"663",1982,"CO",3061564
"664",1983,"CO",3133630
"665",1984,"CO",3169992
"666",1985,"CO",3208723
"667",1986,"CO",3237450
"668",1987,"CO",3260480
"669",1988,"CO",3262281
"670",1989,"CO",3275818
"671",1990,"CO",3303862
"672",1991,"CO",3367567
"673",1992,"CO",3459995
"674",1993,"CO",3560884
"675",1994,"CO",3653910
"676",1995,"CO",3738061
"677",1996,"CO",3812716
"678",1997,"CO",3891293
"679",1998,"CO",3968967
"680",1999,"CO",4056133
"681",2000,"CO",4326921
"682",2001,"CO",4425687
"683",2002,"CO",4490406
"684",2003,"CO",4528732
"685",2004,"CO",4575013
"686",2005,"CO",4631888
"687",2006,"CO",4720423
"688",2007,"CO",4803868
"689",2008,"CO",4889730
"690",2009,"CO",4972195
"691",2010,"CO",5048575
"692",2011,"CO",5119661
"693",2012,"CO",5191709
"694",2013,"CO",5272086
"695",2014,"CO",5355866
"696",2015,"CO",5456574
"697",1900,"CT",910000
"698",1901,"CT",931000
"699",1902,"CT",952000
"700",1903,"CT",972000
"701",1904,"CT",987000
"702",1905,"CT",1010000
"703",1906,"CT",1033000
"704",1907,"CT",1057000
"705",1908,"CT",1077000
"706",1909,"CT",1097000
"707",1910,"CT",1122000
"708",1911,"CT",1149000
"709",1912,"CT",1176000
"710",1913,"CT",1208000
"711",1914,"CT",1233000
"712",1915,"CT",1258000
"713",1916,"CT",1294000
"714",1917,"CT",1327000
"715",1918,"CT",1329000
"716",1919,"CT",1359000
"717",1920,"CT",1391000
"718",1921,"CT",1415000
"719",1922,"CT",1431000
"720",1923,"CT",1455000
"721",1924,"CT",1481000
"722",1925,"CT",1506000
"723",1926,"CT",1531000
"724",1927,"CT",1557000
"725",1928,"CT",1577000
"726",1929,"CT",1594000
"727",1930,"CT",1613000
"728",1931,"CT",1628000
"729",1932,"CT",1637000
"730",1933,"CT",1642000
"731",1934,"CT",1650000
"732",1935,"CT",1666000
"733",1936,"CT",1672000
"734",1937,"CT",1678000
"735",1938,"CT",1684000
"736",1939,"CT",1696000
"737",1940,"CT",1708000
"738",1941,"CT",1746000
"739",1942,"CT",1792000
"740",1943,"CT",1792000
"741",1944,"CT",1778000
"742",1945,"CT",1769000
"743",1946,"CT",1906000
"744",1947,"CT",1967000
"745",1948,"CT",2014000
"746",1949,"CT",2032000
"747",1950,"CT",2016000
"748",1951,"CT",2028000
"749",1952,"CT",2081000
"750",1953,"CT",2168000
"751",1954,"CT",2249000
"752",1955,"CT",2300000
"753",1956,"CT",2316000
"754",1957,"CT",2359000
"755",1958,"CT",2446000
"756",1959,"CT",2523000
"757",1960,"CT",2544000
"758",1961,"CT",2586000
"759",1962,"CT",2647000
"760",1963,"CT",2727000
"761",1964,"CT",2798000
"762",1965,"CT",2857000
"763",1966,"CT",2903000
"764",1967,"CT",2935000
"765",1968,"CT",2964000
"766",1969,"CT",3e+06
"767",1970,"CT",3032217
"768",1971,"CT",3060938
"769",1972,"CT",3068699
"770",1973,"CT",3067814
"771",1974,"CT",3074047
"772",1975,"CT",3082500
"773",1976,"CT",3083335
"774",1977,"CT",3085722
"775",1978,"CT",3091627
"776",1979,"CT",3095917
"777",1980,"CT",3113174
"778",1981,"CT",3128836
"779",1982,"CT",3139013
"780",1983,"CT",3162354
"781",1984,"CT",3180014
"782",1985,"CT",3201131
"783",1986,"CT",3223740
"784",1987,"CT",3247291
"785",1988,"CT",3271953
"786",1989,"CT",3283403
"787",1990,"CT",3289056
"788",1991,"CT",3288640
"789",1992,"CT",3274997
"790",1993,"CT",3272325
"791",1994,"CT",3268346
"792",1995,"CT",3265293
"793",1996,"CT",3267030
"794",1997,"CT",3268514
"795",1998,"CT",3272563
"796",1999,"CT",3282031
"797",2000,"CT",3411777
"798",2001,"CT",3432835
"799",2002,"CT",3458749
"800",2003,"CT",3484336
"801",2004,"CT",3496094
"802",2005,"CT",3506956
"803",2006,"CT",3517460
"804",2007,"CT",3527270
"805",2008,"CT",3545579
"806",2009,"CT",3561807
"807",2010,"CT",3579345
"808",2011,"CT",3590537
"809",2012,"CT",3594362
"810",2013,"CT",3599341
"811",2014,"CT",3596677
"812",2015,"CT",3590886
"813",1900,"DE",185000
"814",1901,"DE",187000
"815",1902,"DE",188000
"816",1903,"DE",190000
"817",1904,"DE",192000
"818",1905,"DE",194000
"819",1906,"DE",196000
"820",1907,"DE",197000
"821",1908,"DE",199000
"822",1909,"DE",201000
"823",1910,"DE",203000
"824",1911,"DE",207000
"825",1912,"DE",209000
"826",1913,"DE",213000
"827",1914,"DE",216000
"828",1915,"DE",217000
"829",1916,"DE",219000
"830",1917,"DE",222000
"831",1918,"DE",220000
"832",1919,"DE",221000
"833",1920,"DE",219000
"834",1921,"DE",216000
"835",1922,"DE",214000
"836",1923,"DE",215000
"837",1924,"DE",219000
"838",1925,"DE",222000
"839",1926,"DE",225000
"840",1927,"DE",229000
"841",1928,"DE",233000
"842",1929,"DE",236000
"843",1930,"DE",239000
"844",1931,"DE",242000
"845",1932,"DE",245000
"846",1933,"DE",248000
"847",1934,"DE",250000
"848",1935,"DE",252000
"849",1936,"DE",253000
"850",1937,"DE",254000
"851",1938,"DE",257000
"852",1939,"DE",263000
"853",1940,"DE",269000
"854",1941,"DE",275000
"855",1942,"DE",279000
"856",1943,"DE",282000
"857",1944,"DE",285000
"858",1945,"DE",286000
"859",1946,"DE",299000
"860",1947,"DE",305000
"861",1948,"DE",312000
"862",1949,"DE",316000
"863",1950,"DE",321000
"864",1951,"DE",331000
"865",1952,"DE",341000
"866",1953,"DE",351000
"867",1954,"DE",368000
"868",1955,"DE",389000
"869",1956,"DE",408000
"870",1957,"DE",426000
"871",1958,"DE",433000
"872",1959,"DE",441000
"873",1960,"DE",449000
"874",1961,"DE",461000
"875",1962,"DE",469000
"876",1963,"DE",483000
"877",1964,"DE",497000
"878",1965,"DE",507000
"879",1966,"DE",516000
"880",1967,"DE",525000
"881",1968,"DE",534000
"882",1969,"DE",540000
"883",1970,"DE",548104
"884",1971,"DE",564708
"885",1972,"DE",572913
"886",1973,"DE",577759
"887",1974,"DE",581418
"888",1975,"DE",586589
"889",1976,"DE",590166
"890",1977,"DE",591829
"891",1978,"DE",594776
"892",1979,"DE",594984
"893",1980,"DE",594919
"894",1981,"DE",595975
"895",1982,"DE",599148
"896",1983,"DE",605458
"897",1984,"DE",611565
"898",1985,"DE",618280
"899",1986,"DE",627559
"900",1987,"DE",636947
"901",1988,"DE",647622
"902",1989,"DE",658273
"903",1990,"DE",669063
"904",1991,"DE",680495
"905",1992,"DE",690158
"906",1993,"DE",699475
"907",1994,"DE",708416
"908",1995,"DE",718265
"909",1996,"DE",727090
"910",1997,"DE",735024
"911",1998,"DE",744066
"912",1999,"DE",753538
"913",2000,"DE",786373
"914",2001,"DE",795699
"915",2002,"DE",806169
"916",2003,"DE",818003
"917",2004,"DE",830803
"918",2005,"DE",845150
"919",2006,"DE",859268
"920",2007,"DE",871749
"921",2008,"DE",883874
"922",2009,"DE",891730
"923",2010,"DE",899731
"924",2011,"DE",907829
"925",2012,"DE",916881
"926",2013,"DE",925240
"927",2014,"DE",935614
"928",2015,"DE",945934
"929",1900,"FL",530000
"930",1901,"FL",544000
"931",1902,"FL",565000
"932",1903,"FL",587000
"933",1904,"FL",599000
"934",1905,"FL",615000
"935",1906,"FL",628000
"936",1907,"FL",645000
"937",1908,"FL",684000
"938",1909,"FL",724000
"939",1910,"FL",756000
"940",1911,"FL",773000
"941",1912,"FL",801000
"942",1913,"FL",828000
"943",1914,"FL",871000
"944",1915,"FL",922000
"945",1916,"FL",924000
"946",1917,"FL",895000
"947",1918,"FL",865000
"948",1919,"FL",898000
"949",1920,"FL",962000
"950",1921,"FL",997000
"951",1922,"FL",1044000
"952",1923,"FL",1097000
"953",1924,"FL",1160000
"954",1925,"FL",1264000
"955",1926,"FL",1368000
"956",1927,"FL",1418000
"957",1928,"FL",1433000
"958",1929,"FL",1445000
"959",1930,"FL",1471000
"960",1931,"FL",1493000
"961",1932,"FL",1521000
"962",1933,"FL",1552000
"963",1934,"FL",1585000
"964",1935,"FL",1613000
"965",1936,"FL",1651000
"966",1937,"FL",1709000
"967",1938,"FL",1771000
"968",1939,"FL",1836000
"969",1940,"FL",1915000
"970",1941,"FL",2017000
"971",1942,"FL",2151000
"972",1943,"FL",2451000
"973",1944,"FL",2420000
"974",1945,"FL",2465000
"975",1946,"FL",2440000
"976",1947,"FL",2528000
"977",1948,"FL",2578000
"978",1949,"FL",2668000
"979",1950,"FL",2810000
"980",1951,"FL",2980000
"981",1952,"FL",3157000
"982",1953,"FL",3310000
"983",1954,"FL",3505000
"984",1955,"FL",3747000
"985",1956,"FL",4047000
"986",1957,"FL",4372000
"987",1958,"FL",4630000
"988",1959,"FL",4808000
"989",1960,"FL",5004000
"990",1961,"FL",5243000
"991",1962,"FL",5458000
"992",1963,"FL",5628000
"993",1964,"FL",5781000
"994",1965,"FL",5954000
"995",1966,"FL",6104000
"996",1967,"FL",6242000
"997",1968,"FL",6433000
"998",1969,"FL",6641000
"999",1970,"FL",6791418
"1000",1971,"FL",7158304
"1001",1972,"FL",7511463
"1002",1973,"FL",7913696
"1003",1974,"FL",8298762
"1004",1975,"FL",8518422
"1005",1976,"FL",8667379
"1006",1977,"FL",8856183
"1007",1978,"FL",9102032
"1008",1979,"FL",9426159
"1009",1980,"FL",9839835
"1010",1981,"FL",10192774
"1011",1982,"FL",10471407
"1012",1983,"FL",10749851
"1013",1984,"FL",11039925
"1014",1985,"FL",11351118
